ID,Firm_ID,Year_of_Establishment,FirmName,Legal_Representative,Registered_Capital,Paid_in_Capital,Date_of_Establishment,Business_Status,Unified_social_credil_code,Registration_number,Taxpayer_number,Organization_code,Type_of_enterprise,Industry,Date_of_approval,Registration_Authority,Term_of_operation,Taxpayer_qualification,Staff_size,Insured_number,Former_name,English_name,Registered_address,Business_scope,Email,Label,Province,Province_code,City,City_code,County,County_code
3813414,7de0470d2b2e435888b7400cd27091c5,2014,诸暨市山下湖詹鹏武纺织有限公司,詹鹏武,3万人民币,-,2014-12-25,注销,-,330681000279800,-,-,有限责任公司(自然人独资),纺织业,,诸暨市市场监督管理局,2014-12-25至9999-09-09,-,-,-,-,-,诸暨市山下湖镇新桔城村,加工自销：化纤布,,,浙江省,330000,绍兴市,330600,诸暨市,330681
56825974,32226bb221b01ccc7f7dc27f88715765,2014,奈曼旗六号农场七分场李键家庭农场,李键,10万人民币,,2014-03-10,存续,,,,,,,,,,,,,,,,,,,内蒙古自治区,150000,通辽市,150500,奈曼旗,150525
147755285,86aef81b730c4d0879b4108e0d6227b8,2014,潞城市小伙伴东北铁锅炖鱼村,朱晓光,未公开,,2014-06-24,存续（在营、开业、在册）,,140481600064550,92140481MA0HFEKMXA,MA0HFEKMX,个体工商户,餐饮业,None,潞城市市场和质量监督管理局潞华工商所,未公开,,,,None,未公开,山西省长治市潞城市合意街,餐饮服务。（许可项目以许可证核定的范围和期限为准）（依法须经批准的项目，经相关部门批准后方可开展经营活动）,,None,山西省,140000,长治市,140400,潞城区,140406
4030122,55dbb356d699ef92b5321e2c465818ea,2014,广东乘厨电器有限公司,马菊,1008万人民币,-,2014-04-25,在业,91441900303832138A,-,91441900303832138A,303832138,有限责任公司(自然人投资或控股),电气机械和器材制造业,,广东省东莞市工商行政管理局,2014-04-25至无固定期限,-,-,0,,-,东莞市长安镇霄边社区双龙路太联科技园A栋,研发、产销：电器、电子产品、电磁产品、五金制品、厨房设备；货物或技术进出口（国家禁止或涉及行政审批的货物和技术进出口除外）。(依法须经批准的项目，经相关部门批准后方可开展经营活动)〓,402802979@qq.com,小微企业,广东省,440000,东莞市,441900,东莞市,441900
107440858,af951dfd017725b61ea682525e8ab8e9,2014,北京新石器世纪科技有限公司,李全成,10万元人民币,,2014-06-25,存续（在营、开业、在册）,,110108017455470,91110108306447999J,30644799-9,有限责任公司(自然人投资或控股),科学研究和技术服务业,None,海淀分局,2014-06-25至2034-06-24,,,,None,None,北京市海淀区人民大学北路33号院1号楼14层14699号,技术咨询、技术开发、技术转让、技术服务；应用软件服务；计算机系统服务；产品设计；电脑动画设计；销售日用品、文化用品、计算机、软件及辅助设备、电子产品、通讯设备、仪器仪表、化工产品（不含危险化学品及一类易制毒化学品）、家用电器、机械设备、工艺品、医疗器械I类、玩具、五金交电、服装、鞋帽；货物进出口、...,,,北京市,110000,北京市,110000,海淀区,110108
145679736,bff8d422ae42523ee238b7e520fea396,2014,朝阳市龙城区诺达投资咨询服务中心,杨洪亮,,,2014-05-09,存续（在营、开业、在册）,,211303600109972,913204026913429737,,个体工商户,None,None,朝阳市龙城区市场监督管理局,2009-06-08,,,,None,未公开,朝阳市龙城区和平街四段向阳花园3号103,投资信息咨询服务、家庭理财咨询服务、企业管理信息咨询服务。(依法须经批准的项目，经相关部门批准后方可开展经营活动),,None,辽宁省,210000,朝阳市,211300,双塔区,211302
40399443,54970f70f369ade7e335c564efa4d809,2014,临汾市尧都区电信通讯李青营业厅,李青,3万人民币,,2014-12-17,存续,,,,,,,,,,,,,,,,,,,山西省,140000,临汾市,141000,尧都区,141002
134618009,bb538a89f30eaf0c859515f686e545af,2014,义乌市明尼饰品厂,刘景春,未公开,,2014-07-01,存续,,330782606178332,92330782MA2A8GPT3F,MA2A8GPT3,个体工商户,文教、工美、体育和娱乐用品制造业,None,义乌市市场监督管理局,未公开,,,,None,未公开,义乌市稠城街道杏园村17号,加工：饰品（不含电镀）,,None,浙江省,330000,金华市,330700,义乌市,330782
100268550,ef4b4e3a725453b4ae37373f3e8da8bc,2014,兰州市城关区博雅华星幼儿园,王安兰,300万人民币,,2014-03-10,正常,,,,,,,,,,,,,,,,,,社会组织,甘肃省,620000,兰州市,620100,城关区,620102
120282299,b9e09281e0b91cf3de77d13e41c9f977,2014,富宁普阳旺发百货店,李永芬,,,2014-06-17,存续（在营、开业、在册）,,532628600153750,,,个体工商户,None,None,富宁县市场监督管理局,,,,,,,富宁县木央镇普阳村民委花地平小组,预包装食品、乳制品（不含婴幼儿配方乳粉）、日用百货销售（依法须经批准的项目，经相关部门批准后方可开展经营活动）。,,None,云南省,530000,文山壮族苗族自治州,532600,富宁县,532628
121781301,49538c3e0257eebfddd6f8d35fc0ce35,2013,五常市平强水稻种植农民专业合作社,陈刚,20万人民币,,2013-12-26,存续（在营、开业、在册）,,,92130635MA08DY2F3J,08600737-6,农民专业合作社,农业,None,五常市市场监督管理局,未公开,,,,None,未公开,五常市五常镇莲花村,组织本社成员开展水稻种植；组织采购、供应成员所需的生产资料；提供本社成员间水稻种植产品的运输、贮藏、销售等服务；开展与水稻种植经营有关的技术培训、技术交流和信息咨询服务.预包装食品（不含冷藏冷冻食品）销售,,None,黑龙江省,230000,哈尔滨市,230100,五常市,230184
23880267,9ef19787e4af2b6da509262ffb9b5cdd,2014,贵州地矿基础工程有限公司兴义分公司,彭虎航,-,-,2014-04-14,存续,915223010993581085,522301000378375,915223010993581085,099358108,有限责任公司分公司(国有控股),专业技术服务业,,黔西南州兴义市市场监督管理局,2014-04-14至2034-04-13,-,小于50人,41,,-,贵州省黔西南布依族苗族自治州兴义市兴泰办万峰郡府1号楼,法律、法规、国务院决定规定禁止的不得经营；法律、法规、国务院决定规定应当许可（审批）的，经审批机关批准后凭许可（审批）文件经营;法律、法规、国务院决定规定无需许可（审批）的，市场主体自主选择经营。（凭主体公司资质为主体公司承揽业务。）,835006005@qq.com,小微企业,贵州省,520000,黔西南布依族苗族自治州,522300,兴义市,522301
57040981,500072c6746a02043a4ba02d1fc10ada,2013,兴文县麒麟苗族乡龙泉村王丹副食门市,王丹,0.0003万人民币,,2013-06-24,存续,,,,,,,,,,,,,,,,,,,四川省,510000,宜宾市,511500,兴文县,511528
17707938,e0e75197561331dc87a5967611a1370b,2013,合肥民信投资管理有限公司,耿言彪,21万,-,2013-06-13,吊销，未注销,91340100MA2MY5T63J,340100000799780,91340100MA2MY5T63J,MA2MY5T63,有限责任公司(自然人投资或控股),商务服务业,,合肥市市场监督管理局,2013-06-13至2035-06-12,-,-,-,-,-,合肥市瑶海区双七路中兴西湖花园24幢1804室,企业管理咨询，企业投资咨询，商务信息咨询。,,,安徽省,340000,合肥市,340100,瑶海区,340102
44308950,2a4027dc64192c4fb1e5d2b60a512854,2013,简阳市石桥镇国良日杂店,黄国良,1万人民币,,2013-08-19,存续,,,,,,,,,,,,,,,,,,小微企业,四川省,510000,成都市,510100,简阳市,510185
14466206,fd5d9a2e1347e0936b61ce2e2374a7f1,2013,深圳市维罗尼贸易有限公司,朱丽娜,10万人民币,-,2013-07-18,存续,9144030007439177X3,-,9144030007439177X3,07439177X,有限责任公司(自然人独资),批发业,,深圳市市场监督管理局,2013-07-18至无固定期限,-,-,0,,-,深圳市龙岗区布吉镇百合山庄4栋403,一般经营项目是：销售：工艺美术品（象牙及其制品除外）、办公用品、实验室设备、服装服饰、五金交电；文化艺术交流活动策划；企业管理咨询；企业营销策划。（涉及许可经营项目，应取得相关部门许可后方可经营）（依法须经批准项目，经相关部门批准后方可展开经营活动），许可经营项目是：文艺创作与表演,"""15920008212@163.com"",""2853908169@qq.com""",,广东省,440000,深圳市,440300,龙岗区,440307
112180473,34d7308399c71fa82ec955113abe9525,2014,平南县新时空文化传播有限公司,甘彬,50万元人民币,,2014-11-11,存续（在营、开业、在册）,,450821000113036,None,31598582-8,有限责任公司(自然人独资),商务服务业,None,平南县工商行政管理局,2014-11-11至2034-11-10,,,,None,None,平南县平南镇新塘街卫生局后面（二十五米街开发区）,广告代理设计、制作及发布；会展服务；礼仪庆典服务；摄影服务；企业形象策划；平面、图文、标识设计；网站建设及推广；市场营销；赛事活动（演出活动除外）、公共活动策划；翻译服务；文化艺术交流活动；舞台艺术造型策划；企业管理咨询；教育咨询服务；文具、玩具、学习用品销售。,,,广西壮族自治区,450000,贵港市,450800,平南县,450821
16773660,9febe0d437b9ad5bacd00f1964eaf495,2013,鸿图盈海科技（深圳）有限公司,刘之锴,800万港元,-,2013-01-21,存续,91440300058969455C,440301503447382,91440300058969455C,058969455,有限责任公司(台港澳法人独资),计算机、通信和其他电子设备制造业,,深圳市市场监督管理局,2013-01-21至2033-01-21,-,小于50人,15,-,-,深圳市坪山新区坪山办事处碧岭社区秀明南路11号,一般经营项目是：研发、生产经营线路板，从事货物及技术进出口（不含分销）。(经营方式：来料加工；原《对外来料加工特许营业证》号 004042）。，许可经营项目是：,"""2260387916@qq.com"",""3344683428@qq.com"",""641217272@qq.com""",小微企业,广东省,440000,深圳市,440300,坪山区,440310
142081864,2011bab633edf5f1e95c7e0c110bb58f,2014,莆田市城厢区王强扁食店,王强,未公开,,2014-09-25,存续（在营、开业、在册）,,350302600283621,未公开,未公开,个体工商户,餐饮业,None,福建省莆田市城厢区工商行政管理局,未公开,,,,None,未公开,福建省莆田市城厢区后巷街623号,小吃服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,,None,福建省,350000,莆田市,350300,城厢区,350302
87121337,1943e71507b421a7db918d3a6a502df5,2014,聊城市东昌府区沙镇杨家呱嗒店,杨宪金,,,2014-10-30,在营企业,,,,,,,,,,,,,,,,,,,山东省,370000,聊城市,371500,东昌府区,371502
77753076,4acd788fa5e32295c041c3cf2be6d8ca,2014,莱芜市钢城区凤先灯具经营部,黄凤先,5万人民币,,2014-10-30,注销企业,,,,,,,,,,,,,,,,,,,山东省,370000,济南市,370100,钢城区,370117
71361446,ee06bbae414f349c3f97f33134a977d6,2014,金堂县土桥镇邓良灿副食店,邓良灿,0.0001万人民币,,2014-08-13,注销,,,,,,,,,,,,,,,,,,,四川省,510000,成都市,510100,金堂县,510121
33950540,065a79b0790836748fb500d61588a219,2014,萨迦县萨迦镇斯唐塔培农民施工队,普布扎西,,,2014-01-10,存续,,,,,,,,,,,,,,,,,"""18189064457@qq.com"",""13308929826@qq.com"",""sajiagongshang@163.cn"",""sakyaicnb@163.com""",小微企业,西藏自治区,540000,日喀则市,540200,萨迦县,540224
79342861,423c93f927bc109ad7314f5a779ee15e,2014,桓台县天承书画城齐门艺舫,郑晓宇,0.03万人民币,,2014-03-10,在营企业,,,,,,,,,,,,,,,,,,小微企业,山东省,370000,淄博市,370300,桓台县,370321
60260540,55339096e01a8c505329baf170171b57,2013,深圳市龙岗区兴聚福珠宝玉器礼品店,蒋义焕,0.5万人民币,,2013-04-25,存续,,,,,,,,,,,,,,,,,,,广东省,440000,深圳市,440300,龙岗区,440307
147781519,15eaf84e57d5859ede2340eb4359d6d6,2014,三亚鑫华隆劳保用品店,谢锋,,,2014-01-21,注销,,460202600169342,未公开,,个体工商户,None,None,三亚市工商行政管理局大东海工商所,未公开,,,,None,未公开,海南省三亚市大东海海榆商业街35B号铺面,被子、服装、针织品、鞋、帽零售。（涉及许可经营项目的，凭相关许可证或者批准文件经营）,,None,海南省,460000,三亚市,460200,吉阳区,460203
20300635,86d9646c8a48e9b29d31ea59de2c9e8f,2014,宁海星泽文具有限公司,林淑莹,5万人民币,-,2014-04-24,存续,91330226097589535W,330226000125885,91330226097589535W,097589535,有限责任公司(自然人投资或控股),文教、工美、体育和娱乐用品制造业,,宁海县市场监督管理局,2014-04-24至2034-04-23,-,-,0,-,-,浙江省宁波市宁海县大佳何镇涨坑村,文具、本册、五金件、塑料件、玩具制造、加工；自营和代理货物与技术的进出口，但国家限定公司经营或禁止进出口的货物与技术除外。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,,小微企业,浙江省,330000,宁波市,330200,宁海县,330226
77248582,60a57eb1170d9d30f47c934c34acb14a,2013,叶县洪庄杨乡幸福一家超市,刘春花,5万人民币,,2013-01-07,注销,,,,,,,,,,,,,,,,,,,河南省,410000,平顶山市,410400,叶县,410422
129322908,170d7f99276fa363dd08a1cf66c2debd,2013,安达市合丰玉米种植专业合作社,马志,300万人民币,,2013-03-27,存续（在营、开业、在册）,,232302NA000424X,93231281061793462B,,农民专业合作社,农、林、牧、渔业,None,黑龙江省安达市工商行政管理局,未公开,,,,None,未公开,黑龙江省绥化市安达市老虎岗镇联合村十三组,组织采购成员种植玉米所需的生产资料；组织销售成员的农作物；引进新品种、新技术；开展技术培训、技术交流及有关信息咨询服务。,,None,黑龙江省,230000,绥化市,231200,安达市,231281
52588244,8abf4464930e2cdb95829be506e8691d,2013,滁州市南谯区金鹏生态农业专业合作社,孙元付,320万人民币,,2013-04-18,存续,,,,,,,,,,,,,,,,,"""lucanyuan@126.com"",""lihong90601@qq.com"",""323179391@qq.com"",""626355908@qq.com""",,安徽省,340000,滁州市,341100,琅琊区,341102
19279793,7433f248a710d8bf7c761747359b23b1,2013,泊头市聚友信达温室设施有限公司,刘肖肖,1000万人民币,10万人民币,2013-08-02,存续,91130981074891109R,130981000027955,91130981074891109R,074891109,有限责任公司(自然人投资或控股),专用设备制造业,,泊头市市场监督管理局,2013-08-02至2033-08-01,-,-,0,,-,泊头市泊镇堤口张村,温室设备及配件、温室骨架、五金冲压件、农业机械设备、畜牧机械设备生产销售；温室设计、安装；钢板、钢管销售**（依法须经批准的项目，经相关部门批准后方可开展经营活动）,,小微企业,河北省,130000,沧州市,130900,泊头市,130981
99625977,432709f6f0ff1262102fa20aea916d35,2014,高密市友亮超市,徐增友,0.0005万人民币,,2014-08-27,在营企业,,,,,,,,,,,,,,,,,,小微企业,山东省,370000,潍坊市,370700,高密市,370785
30127798,0c4f9ac0f3a1087f8212d2c9c76cdbb1,2014,杭州高新电脑数码市场一丁电脑商行,汤海辉,,,2014-11-10,注销,,,,,,,,,,,,,,,,,,,浙江省,330000,杭州市,330100,西湖区,330106
83107391,3a0502d57f04dba465def55274c0a292,2014,松原市宁江区大洼镇物华种植专业合作社,汪淑玉,50万人民币,,2014-01-27,注销,,,,,,,,,,,,,,,,,461705266@qq.com,,吉林省,220000,松原市,220700,宁江区,220702
17066891,28c78a2a7569e3a2679dfda6d7a3fd6f,2013,福州灿祥贸易有限公司,陈建锋,50万人民币,50万人民币,2013-11-01,存续,913501110816222302,350111100157411,913501110816222302,081622230,有限责任公司(自然人投资或控股),批发业,,福州市晋安区市场监督管理局,2013-11-01至2033-10-31,-,小于50人,7,-,-,福建省福州市晋安区新店镇坂中路6号五四北泰禾广场SOHO（二期）3号楼810单元,办公设备、计算机软硬件、网络设备、多媒体设备、通讯设备（不含无线发射装置及地面卫星接收设备）、电子产品、化妆品、日用百货、五金交电（不含电动自行车）、工艺品、寿山石的批发、代购代销及网上销售（依法须经批准的项目，经相关部门批准后方可开展经营活动）,84189179@qq.com,小微企业,福建省,350000,福州市,350100,晋安区,350111
5191416,9230ff8b52d768d37e27ed77fbce434c,2014,牛光光（北京）科技发展有限公司,董涛,600万人民币,-,2014-12-04,在业,9111011231831355X6,110112018270934,9111011231831355X6,31831355X,有限责任公司(自然人投资或控股),科技推广和应用服务业,,北京市工商行政管理局通州分局,2014-12-04至2064-12-03,-,小于50人,2,-,-,北京市通州区永乐店镇永乐大街9号-220号,技术推广；舞台设计；租赁影视器材；婚庆礼仪服务；销售机械设备、计算机软件及辅助设备、日用品、工艺品（不含文物）、家具、五金交电；货物进出口；电脑图文设计；设计、制作、代理、发布广告。（依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动）（企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本区产业政策禁止和限制类项目的经营活动。）,"""perfect919@163.com"",""1422871614@qq.com""",小微企业,北京市,110000,北京市,110000,通州区,110112
18881539,bb35aa360a4510d4adebeb47eb3c15d2,2014,台州畅清美贸易有限公司,陈红林,100万人民币,-,2014-09-10,存续,91331001313630310E,331000000067967,91331001313630310E,313630310,有限责任公司(自然人投资或控股),批发业,,台州市椒江区市场监督管理局,2014-09-10至2034-09-09,-,-,0,-,-,台州市海门街道枫山村下洋陈小区4幢6-8,批发兼零售：预包装食品兼散装食品（凭有效许可证经营）。 纺织、服装及家庭用品、五金产品、电子产品、塑料制品销售。,,小微企业,浙江省,330000,台州市,331000,椒江区,331002
39088853,83b2d82ad86a5e07e6c12059c55f1d19,2013,大邑县西岭镇小申面馆,申伟,0.001万人民币,,2013-01-23,注销,,,,,,,,,,,,,,,,,,,四川省,510000,成都市,510100,大邑县,510129
124060929,6652d68c911557dae87794b2aebf4af2,2014,台州市黄岩张文快餐店,张文,,,2014-02-27,在营（开业）,,331003670116304,92331003MA28HQP51Q,,个体工商户,None,None,台州市工商行政管理局黄岩分局,未公开,,,,None,未公开,台州市黄岩区南城街道山后村十高路16号,中餐类制售（不含凉菜、裱花蛋糕、生食海产品）（凭有效许可证经营）,,None,浙江省,330000,台州市,331000,黄岩区,331003
82562665,d00f330151f1ad3cb728d19add3b8131,2014,九台市城东全城阳光副食商店,武凯,,,2014-04-23,注销,,,,,,,,,,,,,,,,,,,吉林省,220000,长春市,220100,九台区,220113
100569834,9bc77a20770abb762a30de37143d7f1d,2013,聊城市东昌府区鑫发电器批发部,王增元,5万人民币,,2013-12-16,注销企业,,,,,,,,,,,,,,,,,,,山东省,370000,聊城市,371500,东昌府区,371502
70461104,44d9a45d28b6917b684c52da7323b82c,2014,建德市大慈岩镇余清建材经营部,周余清,,,2014-09-02,注销,,,,,,,,,,,,,,,,,,,浙江省,330000,杭州市,330100,建德市,330182
118558670,aba4b99c34c5ef46c3bee226a9d07746,2013,何德财,何德财,-,,2013-06-28,存续,,,,,,,None,,,,,,,,,,,None,浙江省,330000,杭州市,330100,西湖区,330106
58752923,b744e29efbbc7de8eca87e6b0f899584,2013,泗阳县临河镇寒清粮食种植家庭农场,何寒清,30万人民币,,2013-11-19,在业,,,,,,,,,,,,,,,,,,小微企业,江苏省,320000,宿迁市,321300,泗阳县,321323
56223486,c8124d31db31cdab52c26b9ed015c082,2014,周骥-湖南省长沙市芙蓉区马王堆街道火炬村20组13号门面,周骥,,,2014-10-13,在营,,,,,,,,,,,,,,,,,,,湖南省,430000,长沙市,430100,芙蓉区,430102
15631672,cd505f17e2b6dcd02d5b7f0b9ee0f2e1,2013,通辽市吉星理财咨询有限公司,鲁秋宏,5万,-,2013-07-02,注销,-,150502000055116,-,-,有限责任公司(自然人投资或控股),商务服务业,,通辽市工商行政管理局科尔沁区分局,2013-07-02至无固定期限,-,-,-,-,-,通辽市滨河大街东段路北东兴新城小区1#148号,许可经营项目：无 一般经营项目：个人投资理财服务；机动车辆抵押、商住房及土地抵押咨询服务；货款及投资担保咨询服务；房屋中介及婚姻介绍咨询服务,,,内蒙古自治区,150000,通辽市,150500,科尔沁区,150502
144209282,4fdfad148d2c8ad6d7dfa2830cf9d52f,2013,枞阳县汤王千味涮锅馆,李龙,,,2013-09-12,存续（在营、开业、在册）,,340823600310617,未公开,,个体工商户,None,None,枞阳县市场监督管理局,2010-03-31,,,,None,未公开,枞阳县枞阳镇金山大道,小型饭店（有效期限至2016年08月24日止）*,,None,安徽省,340000,铜陵市,340700,枞阳县,340722
3739687,b4f68f904cea6dbc296fa81d094988da,2013,东莞市嘉隆家具有限公司,唐钟慎,20万人民币,-,2013-03-11,在业,91441900062160667H,441900001532688,91441900062160667H,062160667,有限责任公司(自然人投资或控股),批发业,,广东省东莞市工商行政管理局,2013-03-11至无固定期限,-,-,0,-,-,东莞市东城区温塘广场路89号,销售：家具及其配件、板材、装饰材料、家居用品；家居设计；室内装饰；维修：家具。,tangzs9099@163.com,小微企业,广东省,440000,东莞市,441900,东莞市,441900
29834706,8abc856ad98fd88c96c8454a6ce45c98,2014,汤小艳--浏阳市永和镇沿宝路,汤小艳,8万人民币,,2014-12-05,存续,,,,,,,,,,,,,,,,,,,湖南省,430000,长沙市,430100,浏阳市,430181
73077304,38480ca526ff505af7341e81d751e6f6,2014,诸暨市岳良袜厂,赵园香,5万人民币,,2014-02-20,存续,,,,,,,,,,,,,,,,,,小微企业,浙江省,330000,绍兴市,330600,诸暨市,330681
119000007,b796c229815dc8b59d9512723ace084b,2013,朝阳区汉斯格雅岩峰卫浴经销处,许岩峰,,,2013-01-24,在营（开业）,,220104600207835,92220104MA14HA3YXE,,个体工商户,批发和零售业,None,长春市工商行政管理局朝阳分局,未公开,,,,朝阳区欧亚卖场岩峰卫浴经销处,未公开,吉林省长春市朝阳区开运街5178号负一层N,卫浴零售*,,None,吉林省,220000,长春市,220100,朝阳区,220104
11773962,eba762825d4b2a84610b90f047774fad,2013,榆树市展图贷款信息咨询服务有限公司,韩兆良,3万人民币,3万人民币,2013-07-31,注销,-,220182000016137,-,-,有限责任公司(自然人投资或控股),商务服务业,,榆树市工商行政管理局,2013-07-31至无固定期限,-,-,-,-,-,榆树市建设街南段,贷款信息咨询服务；电脑耗材批发、零售*,554066058@qq.com,,吉林省,220000,长春市,220100,榆树市,220182
12040815,f4fc0186b8eb3cf1f055e0f64709a76d,2014,中国邮政集团公司湖北省武穴市万丈湖办事处营业所,邵德生,-,-,2014-10-27,存续,91421182331848401N,-,91421182331848401N,331848401,有限责任公司分公司(国有独资),邮政业,,武穴市市场监督管理局,2014-10-27至2024-10-27,-,-,0,,-,武穴市万丈湖办事处新港农场财政所内,邮政基础业务、邮政增值业务、邮政附属业务、邮政金融业务（按银保监会的批准执行）、以及国家邮政局批准开办的其它邮政业务；不再分装的种子、化肥等农业生产资料和日用消费品分销连锁配送；预包装食品兼散装食品批发兼零售；酒类批发兼零售；与邮政业务相关的设计、施工等服务项目；代办电信各项业务；开办放开经营的电信、信息业务以及国家允许开办的其它服务项目；广告业务；电影票务代理；文艺演出票务代理；承办展览展示；组织文化艺术交流活动（不含演出）；体育运动项目经营（高危险性体育项目除外）；创意服务；国内旅游业务；入境旅游业务。（涉及许可经营项目，应取得相关部门许可后方可经营）,"""391506018@qq.com"",""wxyzfgs@126.com"",""462251271@qq.com""",小微企业,湖北省,420000,黄冈市,421100,武穴市,421182
29096388,e1b4c7f5e0b28388beb5c2d1c8b4cfd5,2013,平邑县安心校车服务有限公司,李加宝,700万人民币,100万人民币,2013-09-23,在业,91371326077999932A,371326200011393,91371326077999932A,077999932,有限责任公司(自然人投资或控股),其他服务业,,平邑县市场监督管理局,2013-09-23至2023-09-23,-,-,0,-,-,平邑县八埠庄村，人民北路以东,学生接送、学校用车服务；汽车租赁。(依法须经批准的项目，经相关部门批准后方可开展经营活动),"""526724850@qq.com"",""khjccwk@163.com"",""467980456@qq.com"",""467980465@qq.com""",,山东省,370000,临沂市,371300,平邑县,371326
42961946,989f0b023c0cdf8f089939e6e6265375,2013,凤台县岳张集镇彩锦棉被加工厂,岳文明,10万人民币,,2013-06-13,存续,,,,,,,,,,,,,,,,,,小微企业,安徽省,340000,淮南市,340400,凤台县,340421
130349989,d5f10f53cea2cae3c542db36517dba89,2014,梧州市万秀区宜生商行,隆家俊,,,2014-03-12,存续（在营、开业、在册）,,450403600076276,未公开,,个人经营,批发和零售业,None,梧州市万秀区工商行政管理局蝶山工商所,未公开,,,,None,未公开,梧州市下三云路49号监护中队综合楼1层2房,保健食品、预包装食品、乳制品（含婴幼儿配方乳粉）、健身器材（零售）。（此经营项目凭《广西壮族自治区保健食品经营备案凭证》、《食品流通许可证》有效期内经营）。,,None,广西壮族自治区,450000,梧州市,450400,万秀区,450403
113368899,a666035f6d5df58bb454465183dfea03,2013,陕西大明物资有限公司西安第一分公司,陆伟,,,2013-04-10,存续,,610136200002804,91610136065312769D,06531276-9,有限责任公司分公司(自然人投资或控股),批发和零售业,None,西安市工商行政管理局浐灞分局,2013-04-10至无固定期限,,,,None,None,西安市浐灞生态区东元路7号A区202室,钢材、铜材、生铁、建材的销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,,,陕西省,610000,西安市,610100,未央区,610112
143556670,4da733085e619a5a368edab3e11b1dee,2013,新绛县龙兴镇石村武林粮食购销部,周武林,,,2013-11-26,存续（在营、开业、在册）,,140825600067813,未公开,,个体工商户,居民服务、修理和其他服务业,None,新城市场和质量监督管理所,未公开,,,,None,未公开,运城市新绛县龙兴镇石村,粮食收购（凭有效前置审批手续经营）*,,None,山西省,140000,运城市,140800,新绛县,140825
135916701,9ff3fb1e85709dc5334d08798f027a30,2014,象山区嘉龙垫业经营部,梁林明,,,2014-03-05,存续（在营、开业、在册）,,450306600103426,未公开,,家庭经营,None,None,桂林市工商行政管理局旅游市场管理分局批发城工商行政管理所,未公开,,,,None,未公开,桂林市象山区环城南二路111号德天商业广场14#楼1-北18号门面,家居饰品批零兼营。,,None,广西壮族自治区,450000,桂林市,450300,象山区,450304
141739939,92a5afc965ccaa4154bf23820486706c,2014,北安市众诚不锈钢制品加工部,李宝林,,,2014-04-10,存续（在营、开业、在册）,,,92231181MA192NHD5J,,个体工商户,居民服务、修理和其他服务业,None,北安市工商行政管理局和平工商所,未公开,,,,None,未公开,北安市东和平街26号,不锈钢制品、铝制品加工制做。,,None,黑龙江省,230000,黑河市,231100,北安市,231181
16601073,124de03d8a6ab3db14edc4f29ffb7230,2014,广州妃儿娜服饰有限公司,杨少建,50万人民币,-,2014-04-22,在业,914401013045056731,440106000935097,914401013045056731,304505673,有限责任公司(自然人独资),批发业,,广州市天河区市场监督管理局,2014-04-22至无固定期限,-,-,0,-,-,广州市天河区天河北路侨林街47号1406房之F77房（仅限办公）,服装批发;鞋零售;帽零售;箱、包批发;箱、包零售;鞋批发;帽批发;服装零售;服饰制造;商品批发贸易（许可审批类商品除外）;商品零售贸易（许可审批类商品除外）;,1877878700@qq.com,,广东省,440000,广州市,440100,天河区,440106
125441466,b9b926e0f21ba75ebb03c717b74656f7,2014,奉化市锦屏浩云农家快餐店,董志梅,-,,2014-11-03,存续,,,,,,,None,,,,,,,,,,,None,浙江省,330000,宁波市,330200,奉化区,330213
33358029,023aa6e6325be4898995587608ec7564,2013,杭州富阳区万市镇贤隆矿粉经营部,祝言龙,,,2013-10-30,注销,,,,,,,,,,,,,,,,,,,浙江省,330000,杭州市,330100,富阳区,330111
145145906,d3643afdbe74b5e5265a55a97fad912d,2013,南京市鼓楼区拓晰印刷器材经营部,陈怀俊,2万元人民币,,2013-11-18,注销,,320106600419088,未公开,未公开,个体工商户,批发业,None,南京市鼓楼区市场监督管理局,2013-11-18,,,,None,未公开,南京市中山北路507号,许可经营项目：无 一般经营项目：印刷器材及材料、办公用品销售；图文制作。,,None,江苏省,320000,南京市,320100,鼓楼区,320106
19351708,ca39e912d7fde8503f4a3885479aa899,2014,清河县兆博绒毛制品有限公司,苑新增,100万人民币,-,2014-03-20,存续,9113053409513254XW,130534000027864,9113053409513254XW,09513254X,有限责任公司(自然人独资),纺织业,,清河县市场监督管理局,2014-03-20至2044-03-19,增值税一般纳税人,-,0,-,-,河北省邢台市清河县葛仙庄镇杨二庄村0608号,绒毛及制品加工销售（以上经营范围涉及许可经营项目的，应在取得有关部门的许可后方可经营）,,小微企业,河北省,130000,邢台市,130500,清河县,130534
56559333,9b69b80953ab7be185c314dc36647e70,2013,泰州市姜堰区翔天手套厂,季诚表,1.5万人民币,,2013-05-20,在业,,,,,,,,,,,,,,,,,,小微企业,江苏省,320000,泰州市,321200,姜堰区,321204
